word,type,level,中文解釋
scrap,n./v.,5,
scrape,v./n.,5,
scroll,n./v.,5,
sculptor,n.,5,
secure,adj./v.,5,
segment,n./v.,5,
sensation,n.,5,
sensitivity,n.,5,
sentiment,n.,5,
sergeant,n.,5,
series,n.,5,
sermon,n.,5,
server,n.,5,
setting,n.,5,
shabby,adj.,5,
sharpen,v.,5,
shatter,v.,5,
sheriff,n.,5,
shield,n./v.,5,
shiver,v./n.,5,
shortage,n.,5,
shortcoming,n.,5,
shove,v./n.,5,
shred,n./v.,5,
shriek,v./n.,5,
shrine,n.,5,
shrub,n.,5,
shudder,v./n.,5,
shutter,n./v.,5,
silkworm,n.,5,
simmer,v./n.,5,
skeleton,n.,5,
skull,n.,5,
slam,v./n.,5,
slap,v./n./adv.,5,
slaughter,n./v.,5,
slay,v.,5,
sloppy,adj.,5,
slump,n./v.,5,
sly,adj.,5,
smash,v./n.,5,
snarl,v./n.,5,
snatch,v./n.,5,
sneak,v./n.,5,
sneaker(s),n.,5,
sniff,v./n.,5,
snore,n./v.,5,
snort,n./v.,5,
soak,v./n.,5,
sober,adj./v.,5,
soften,v.,5,
sole(1),n./v.,5,
sole(2),adj.,5,
solemn,adj.,5,
solitary,adj./n.,5,
solo,n./v./adv.,5,
sovereign,n./adj.,5,
sow,v.,5,
spacecraft/spaceship,n.,5,
specialist,n.,5,
specimen,n.,5,
spectacle,n.,5,
spectator,n.,5,
spine,n.,5,
splendor,n.,5,
sponge,n./v.,5,
spotlight,n./v.,5,
sprint,v./n.,5,
spur,n./v.,5,
squash(1),v./n.,5,
squat,v./adj./n.,5,
stack,n./v.,5,
stagger,v./n.,5,
stain,v./n.,5,
stake,n./v.,5,
stalk(1),n.,5,
stall,n./v.,5,
stanza,n.,5,
startle,v.,5,
statesman,n.,5,
statistic(s),n.,5,
statistical,adj.,5,
steamer(1),n.,5,
steer,v./n.,5,
stereotype,n./v.,5,
stern,adj.,5,
stew,v./n.,5,
steward/stewardess/attendant,n.,5,
stink,v./n.,5,
stock(1),n.,5,
stoop,v./n.,5,
storage,n.,5,
stout,adj.,5,
straighten,v.,5,
straightforward,adj.,5,
strain,v./n.,5,
strait,n.,5,
strand,v./n.,5,
strap,n./v.,5,
stray,v./n./adj.,5,
streak,n./v.,5,
stride,v./n.,5,
stripe,n.,5,
stroll,v./n.,5,
structural,adj.,5,
stumble,v./n.,5,
stump,n./v.,5,
stun,v.,5,
sturdy,adj.,5,
stutter,v./n.,5,
stylish,adj.,5,
submit,v.,5,
substantial,adj.,5,
substitute,n./v.,5,
suitcase,n.,5,
sulfur,n.,5,
summon,v.,5,
superficial,adj.,5,
superstition,n.,5,
supervise,v.,5,
supervisor,n.,5,
suppress,n./v.,5,
supreme,adj.,5,
surge,n./v.,5,
suspend,v.,5,
sustain,v.,5,
swamp,n./v.,5,
swarm,n./v.,5,
sympathize,v.,5,
tackle,v.,5,
tan,n./adj./v.,5,
tangle,v./n.,5,
tar,n./v.,5,
tart,n.,5,
taunt,n./v.,5,
tavern,n.,5,
teller,n.,5,
tempo,n.,5,
tempt,v.,5,
temptation,n.,5,
tenant,n./v.,5,
tentative,adj.,5,
terminal,adj./n.,5,
terrace,n./v.,5,
thigh,n.,5,
thorn,n.,5,
thrill,n./v.,5,
thriller,n.,5,
throne,n.,5,
throng,n./v.,5,
thrust,v./n.,5,
tick,n./v.,5,
tile,n./v.,5,
tilt,v./n.,5,
tin,n./v.,5,
tiptoe,n./v./adv.,5,
toad,n.,5,
toil,v./n.,5,
token,n.,5,
torch,n./v.,5,
torment,n./v.,5,
torrent,n.,5,
torture,n./v.,5,
tournament,n.,5,
toxic,adj.,5,
trademark,n.,5,
traitor,n.,5,
tramp,v./n.,5,
trample,v./n.,5,
transparent,adj.,5,
treasury,n.,5,
treaty,n.,5,
trench,n./v.,5,
tribute,n.,5,
trifle,n./v.,5,
trim,v./n./adj.,5,
triple,adj./n./v.,5,
trot,v./n.,5,
trout,n.,5,
tuck,v./n.,5,
tuition,n.,5,
tuna,n.,5,
tyrant,n.,5,
umpire,n./v.,5,
undergraduate,n.,5,
underline,v./n.,5,
underneath,prep./adv./n./adj.,5,
understandable,adj.,5,
undoubtedly,adv.,5,
update,v./n.,5,
upright,adj./adv./n.,5,
upward,adj.,5,
upward(s),adv.,5,
utter,adj./v.,5,
vacancy,n.,5,
vacuum,n./v.,5,
vague,adj.,5,
vanity,n.,5,
vapor,n.,5,
vegetation,n.,5,
veil,n./v.,5,
vein,n.,5,
velvet,n./adj.,5,
venture,n./v.,5,
verbal,adj./n.,5,
versus,prep.,5,
vertical,adj./n.,5,
veto,n./v.,5,
via,prep.,5,
vibrate,v.,5,
videotape,n./v.,5,
viewer,n.,5,
vigor,n.,5,
vigorous,adj.,5,
villain,n.,5,
vine,n.,5,
violinist,n.,5,
visa,n.,5,
vow,n./v.,5,
wade,v./n.,5,
wail,n./v.,5,
ward(1),n.,5,
ward(2),v.,5,
ware,n.,5,
warehouse,n./v.,5,
warrior,n.,5,
wary,adj.,5,
weary,adj./v.,5,
weird,adj.,5,
wharf,n./v.,5,
wheelchair,n.,5,
whereabouts,adv./n.,5,
whereas,conj.,5,
whine,n./v.,5,
whirl,v./n.,5,
whisk,v./n.,5,
whiskey/whisky,n.,5,
wholesale,n./adj./adv./v.,5,
wholesome,adj.,5,
widespread,adj.,5,
widow/widower,n./v.,5,
wig,n.,5,
wilderness,n.,5,
wildlife,n.,5,
wither,v.,5,
woe,n.,5,
woodpecker,n.,5,
workshop,n.,5,
worship,n./v.,5,
worthwhile,adj.,5,
worthy,adj.,5,
wreath,n.,5,
wring,v./n.,5,
yacht,n./v.,5,
yarn,n./v.,5,
yeast,n.,5,
yield,v./n.,5,
yoga,n.,5,
zinc,n.,5,
zip/ZIP/zone improvement plan/zip code,n./v.,5,
zoom,v./n.,5,
abbreviate,v.,6,
abbreviation,n.,6,
abnormal,adj.,6,
aboriginal,adj./n.,6,
aborigine,n.,6,
abound,v.,6,
absentminded,adj.,6,
abstraction,n.,6,
abundance,n.,6,
abuse,v./n.,6,
accelerate,v.,6,
acceleration,n.,6,
accessible,adj.,6,
accessory,n./adj.,6,
accommodate,v.,6,
accommodation,n.,6,
accord,v./n.,6,
accordance,n.,6,
accordingly,adv.,6,
accountable,adj.,6,
accounting,n.,6,
accumulate,v.,6,
accumulation,n.,6,
accusation,n.,6,
acquisition,n.,6,
activist,n.,6,
acute,adj.,6,
adaptation,n.,6,
addict,v./n.,6,
addiction,n.,6,
administer/administrate,v.,6,
administration,n.,6,
administrative,adj.,6,
administrator,n.,6,
advocate,n./v.,6,
affectionate,adj.,6,
affirm,v.,6,
aggression,n.,6,
alcoholic,adj./n.,6,
alienate,v.,6,
alliance,n.,6,
allocate,v.,6,
alongside,adv./prep.,6,
alternative,adj./n.,6,
ambiguity,n.,6,
ambiguous,adj.,6,
ambulance,n.,6,
ambush,n./v.,6,
amiable,adj.,6,
amplify,v.,6,
analects,n.,6,
analogy,n.,6,
analyst,n.,6,
analytical,adj.,6,
anecdote,n.,6,
animate,adj./v.,6,
annoyance,n.,6,
anonymous,adj.,6,
Antarctic/antarctic,adj./n.,6,
antenna,n.,6,
antibiotic,n./adj.,6,
antibody,n.,6,
anticipate,v.,6,
anticipation,n.,6,
antonym,n.,6,
applicable,adj.,6,
apprentice,n./v.,6,
approximate,adj./v.,6,
aptitude,n.,6,
Arctic/arctic,adj./n.,6,
arrogant,adj.,6,
artery,n.,6,
articulate,adj./v.,6,
artifact,n.,6,
assassinate,v.,6,
assert,v.,6,
assess(ment),v./(n.),6,
assumption,n.,6,
asthma,n.,6,
asylum,n.,6,
attain(ment),v./(n.),6,
attendant,n./adj.,6,
attic,n.,6,
auction,n./v.,6,
authentic,adj.,6,
authorize,v.,6,
autograph/signature,n./v.,6,
autonomy,n.,6,
aviation,n.,6,
awesome,adj.,6,
barometer,n.,6,
beckon,v.,6,
besiege,v.,6,
betray,v.,6,
beverage,n.,6,
bias,n./v.,6,
binoculars,n.,6,
biochemistry,n.,6,
biological,adj.,6,
bizarre,adj.,6,
bleak,adj.,6,
blunder,n./v.,6,
blunt,adj./v.,6,
bombard,v.,6,
bondage,n.,6,
boost,v./n.,6,
bout,n.,6,
boycott,v./n.,6,
breakdown,n.,6,
breakthrough,n.,6,
breakup,n.,6,
brew,v./n.,6,
brink,n.,6,
brisk,adj.,6,
brochure,n.,6,
brute,n./adj.,6,
buckle,n./v.,6,
bulky,adj.,6,
bureaucracy,n.,6,
burial,n.,6,
byte,n.,6,
caffeine,n.,6,
calcium,n.,6,
canvas,n./v.,6,
capability,n.,6,
capsule,n.,6,
caption,n./v.,6,
captive,n./adj.,6,
captivity,n.,6,
carbohydrate,n.,6,
caress,v./n.,6,
carol,n.,6,
cashier,n.,6,
casualty,n.,6,
catastrophe,n.,6,
cater,v.,6,
cavalry,n.,6,
cavity,n.,6,
cemetery,n.,6,
certainty,n.,6,
certify,v.,6,
champagne,n.,6,
chaos,n.,6,
characterize,v.,6,
charcoal,n.,6,
chariot,n./v.,6,
charitable,adj.,6,
cholesterol,n.,6,
chronic,adj.,6,
chuckle,v./n.,6,
chunk,n.,6,
civilize,v.,6,
clamp,v./n.,6,
clarity,n.,6,
cleanse,v.,6,
clearance,n.,6,
clench,v./n.,6,
clinical,adj.,6,
clone,n./v.,6,
closure,n.,6,
coffin,n.,6,
coherent,adj.,6,
coincide,v.,6,
coincidence,n.,6,
collective,adj./n.,6,
collector,n.,6,
collide,v.,6,
collision,n.,6,
colloquial,adj.,6,
columnist,n.,6,
commemorate,v.,6,
commence,v.,6,
commentary,n.,6,
commitment,n.,6,
communicative,adj.,6,
companionship,n.,6,
comparable,adj.,6,
comparative,adj.,6,
compatible,adj.,6,
compensate,v.,6,
compensation,n.,6,
competence,n.,6,
competent,adj.,6,
compile,v.,6,
complement,n./v.,6,
complexion,n.,6,
complexity,n.,6,
complication,n.,6,
component,n./adj.,6,
comprehensive,adj.,6,
comprise,v.,6,
concede,v.,6,
conceit,n.,6,
conception,n.,6,
concession,n.,6,
concise,adj.,6,
condense,v.,6,
confer,v.,6,
confidential,adj.,6,
conform,v.,6,
confrontation,n.,6,
congressman/congresswoman,n.,6,
conquest,n.,6,
conscientious,adj.,6,
consensus,n.,6,
conservation,n.,6,
consolation,n.,6,
conspiracy,n.,6,
constituent,adj./n.,6,
consultation,n.,6,
consumption,n.,6,
contemplation,n.,6,
contestant,n.,6,
contractor,n.,6,
contradict,v.,6,
contradiction,n.,6,
controversial,adj.,6,
controversy,n.,6,
conviction,n.,6,
coordinate,v./adj./n.,6,
cordial,adj.,6,
core,n./v.,6,
corporate,adj.,6,
corps,n.,6,
corpse,n.,6,
correspondent,n.,6,
corruption,n.,6,
cosmetic,adj.,6,
cosmetics,n.,6,
cosmopolitan,adj./n.,6,
counterpart,n.,6,
coverage,n.,6,
covet,v.,6,
cramp,n./v.,6,
credibility,n.,6,
credible,adj.,6,
criterion,n.,6,
crook,n./v.,6,
crooked,adj.,6,
crucial,adj.,6,
crude,adj.,6,
cruise,v./n.,6,
cruiser,n.,6,
crumb,n.,6,
crumble,v./n.,6,
crust,n./v.,6,
cultivate,v.,6,
cumulative,adj.,6,
customary,adj.,6,
daffodil,n.,6,
dandruff,n.,6,
daybreak,n.,6,
deadly,adj./adv.,6,
decent,adj.,6,
decisive,adj.,6,
decline,v./n.,6,
dedicate,v.,6,
dedication,n.,6,
deem,v.,6,
defect,n./v.,6,
deficiency,n.,6,
degrade,v.,6,
deliberate,adj./v.,6,
delinquent,n./adj.,6,
denounce,v.,6,
density,n.,6,
dental,adj.,6,
depict,v.,6,
deprive,v.,6,
deputy,n.,6,
derive,v.,6,
descend,v.,6,
descendant,n.,6,
descent,n.,6,
designate,v./adj.,6,
destined,adj.,6,
detach,v.,6,
detain,v.,6,
deter,v.,6,
deteriorate,v.,6,
devalue,v.,6,
diabetes,n.,6,
diagnose,v.,6,
diagnosis,n.,6,
diagram,n./v.,6,
diameter,n.,6,
dictate,v.,6,
dictation,n.,6,
dictator,n.,6,
differentiate,v.,6,
dilemma,n.,6,
dimension,n.,6,
diminish,v.,6,
diplomacy,n.,6,
diplomatic,adj.,6,
directory,n.,6,
disability,n.,6,
disable,v.,6,
disapprove,v.,6,
disastrous,adj.,6,
discharge,v./n.,6,
disciplinary,adj.,6,
disclose,v.,6,
disclosure,n.,6,
discomfort,n./v.,6,
discreet,adj.,6,
discrimination,n.,6,
disgrace,n./v.,6,
disgraceful,adj.,6,
dismantle,v.,6,
dismay,v./n.,6,
dispatch,v./n.,6,
dispensable,adj.,6,
disperse,v.,6,
displace,v.,6,
displease,v.,6,
disposable,adj./n.,6,
disposal,n.,6,
disregard,v./n.,6,
dissident,adj./n.,6,
dissolve,v.,6,
dissuade,v.,6,
distort,v.,6,
distract,v.,6,
distraction,n.,6,
distrust,n./v.,6,
disturbance,n.,6,
diverse,adj.,6,
diversify,v.,6,
diversion,n.,6,
diversity,n.,6,
divert,v.,6,
doctrine,n.,6,
documentary,adj./n.,6,
dome,n./v.,6,
donate,v.,6,
donation,n.,6,
donor,n.,6,
doom,n./v.,6,
dosage,n.,6,
drastic,adj.,6,
drawback,n.,6,
dreary,adj.,6,
drizzle,n./v.,6,
drought,n.,6,
dual,adj.,6,
dubious,adj.,6,
dynamite,n./v.,6,
ebb,n./v.,6,
eccentric,adj./n.,6,
ecology,n.,6,
ecstasy,n.,6,
edible,adj.,6,
editorial,adj./n.,6,
electron,n.,6,
eligible,adj.,6,
elite,n./adj.,6,
eloquence,n.,6,
eloquent,adj.,6,
embark,v.,6,
emigrant,n.,6,
emigrate,v.,6,
emigration,n.,6,
emphatic,adj.,6,
enact(ment),v./(n.),6,
enclosure,n.,6,
encyclopedia,n.,6,
endurance,n.,6,
enhance(ment),v./(n.),6,
enlighten(ment),v./(n.),6,
enrich(ment),v./(n.),6,
epidemic,n./adj.,6,
episode,n.,6,
EQ/emotional quotient/emotional intelligence,n.,6,
equation,n.,6,
equivalent,adj./n.,6,
erode,v.,6,
eruption,n.,6,
escalate,v.,6,
essence,n.,6,
eternity,n.,6,
ethical,adj.,6,
ethnic,adj./n.,6,
evacuate,v.,6,
evolution,n.,6,
evolve,v.,6,
excerpt,n./v.,6,
excessive,adj.,6,
exclusive,adj.,6,
execution,n.,6,
exert,v.,6,
exotic,adj./n.,6,
expedition,n.,6,
expel,v.,6,
expertise,n.,6,
expiration,n.,6,
expire,v.,6,
explicit,adj.,6,
exploit,n./v.,6,
exploration,n.,6,
exquisite,adj.,6,
extract,v./n.,6,
extracurricular,adj.,6,
eyesight,n.,6,
fabulous,adj.,6,
facilitate,v.,6,
faction,n.,6,
faculty,n.,6,
familiarity,n.,6,
famine,n.,6,
fascination,n.,6,
feasible,adj.,6,
federation,n.,6,
feedback,n.,6,
fertility,n.,6,
fidelity,n.,6,
finite,adj.,6,
fireproof,adj.,6,
flare,v./n.,6,
fleet,n.,6,
flicker,v./n.,6,
fling,v./n.,6,
fluid,n./adj.,6,
flutter,v./n.,6,
foresee,v.,6,
formidable,adj.,6,
formulate,v.,6,
forsake,v.,6,
forthcoming,adj.,6,
fortify,v.,6,
foster,v./adj.,6,
fracture,n./v.,6,
fragile,adj.,6,
fragment,n./v.,6,
frail,adj.,6,
fraud,n.,6,
freak,n./v.,6,
fret,v.,6,
friction,n.,6,
galaxy,n.,6,
generalize,v.,6,
generate,v.,6,
generator,n.,6,
genetic,adj.,6,
genetics,n.,6,
glamour,n.,6,
glassware,n.,6,
glisten,v./n.,6,
gloomy,adj.,6,
GMO/genetically modified organism,n.,6,
graph,n./v.,6,
graphic,adj./n.,6,
grill,n./v.,6,
grocer,n.,6,
grope,v./n.,6,
guerrilla,n.,6,
habitat,n.,6,
hack,v.,6,
hacker,n.,6,
hail(2),v./n.,6,
harass(ment),v./(n.),6,
hazard,n./v.,6,
hemisphere,n.,6,
hereafter,adv./n.,6,
heritage,n.,6,
heroin,n.,6,
highlight,n./v.,6,
honorary,adj.,6,
hormone,n.,6,
hospitable,adj.,6,
hospitality,n.,6,
hospitalize,v.,6,
hostility,n.,6,
humanitarian,n./adj.,6,
humiliate,v.,6,
hunch,v./n.,6,
hurdle,n./v.,6,
hygiene,n.,6,
hypocrisy,n.,6,
hypocrite,n.,6,
hysterical,adj.,6,
illuminate,v.,6,
illusion,n.,6,
immune,adj.,6,
imperative,adj./n.,6,
implement,n./v.,6,
implication,n.,6,
implicit,adj.,6,
imposing,adj.,6,
imprison(ment),v./(n.),6,
incentive,n./adj.,6,
incidental,adj.,6,
incline,v./n.,6,
inclusive,adj.,6,
indignation,n.,6,
inevitable,adj.,6,
infectious,adj.,6,
infer,v.,6,
inference,n.,6,
ingenious,adj.,6,
ingenuity,n.,6,
inhabit,v.,6,
inhabitant,n.,6,
inherent,adj.,6,
initiative,n./adj.,6,
inject,v.,6,
injection,n.,6,
injustice,n.,6,
innovation,n.,6,
innovative,adj.,6,
inquiry,n.,6,
insight,n.,6,
insistence,n.,6,
installation,n.,6,
installment,n.,6,
institution,n.,6,
intact,adj.,6,
integrate,v.,6,
integration,n.,6,
integrity,n.,6,
intellect,n.,6,
intersection,n.,6,
interval,n.,6,
intervene,v.,6,
intervention,n.,6,
intimacy,n.,6,
intimidate,v.,6,
intrude,v.,6,
intruder,n.,6,
invaluable,adj.,6,
inventory,n./v.,6,
investigator,n.,6,
IQ/intelligence quotient,n.,6,
ironic,adj.,6,
irony,n.,6,
irritable,adj.,6,
irritate,v.,6,
irritation,n.,6,
joyous,adj.,6,
kernel,n.,6,
kidnap,v.,6,
lament,n./v.,6,
lava,n.,6,
layman,n.,6,
layout,n.,6,
LCD/liquid crystal display,n.,6,
legendary,adj.,6,
legislative,adj.,6,
legislator,n.,6,
legislature,n.,6,
legitimate,adj./v.,6,
lengthy,adj.,6,
liable,adj.,6,
liberate,v.,6,
liberation,n.,6,
likewise,adv.,6,
limousine/limo,n.,6,
liner,n.,6,
linguist,n.,6,
liter,n.,6,
literacy,n.,6,
literal,adj.,6,
literate,adj./n.,6,
longevity,n.,6,
lounge,v./n.,6,
lunatic,n./adj.,6,
lure,v./n.,6,
lush,adj.,6,
lyric,adj./n.,6,
magnitude,n.,6,
malaria,n.,6,
manipulate,v.,6,
manuscript,n.,6,
mar,v.,6,
massacre,n./v.,6,
mastery,n.,6,
material(ism)(2),n.,6,
mattress,n.,6,
mechanism,n.,6,
medication,n.,6,
medieval,adj.,6,
meditate,v.,6,
meditation,n.,6,
melancholy,n./adj.,6,
mellow,adj./v.,6,
mentality,n.,6,
merchandise,n./v.,6,
merge,v.,6,
metaphor,n.,6,
metropolitan,adj./n.,6,
migrate,v.,6,
migration,n.,6,
militant,adj./n.,6,
miller,n.,6,
mimic,v./n.,6,
miniature,adj./n./v.,6,
minimize,v.,6,
miraculous,adj.,6,
mischievous,adj.,6,
missionary,adj./n.,6,
mobilize,v.,6,
modernization,n.,6,
mold(1),n./v.,6,
momentum,n.,6,
monopoly,n.,6,
monotonous,adj.,6,
monotony,n.,6,
morale,n.,6,
morality,n.,6,
motto,n.,6,
mournful,adj.,6,
mouthpiece(1),n.,6,
mouthpiece(2)/spokesperson/spokesman/spokeswoman,n.,6,
municipal,adj.,6,
mute,adj./n./v.,6,
mythology,n.,6,
narrate,v.,6,
narrative,n./adj.,6,
narrator,n.,6,
nationalism,n.,6,
naturalist,n.,6,
naval,adj.,6,
navel,n.,6,
navigation,n.,6,
negotiation,n.,6,
neon,n.,6,
neutral,adj./n.,6,
newlywed,n.,6,
newscaster/anchorman/anchorwoman,n.,6,
nomination,n.,6,
nominee,n.,6,
norm,n.,6,
notorious,adj.,6,
nourish(ment),v./(n.),6,
nuisance,n.,6,
nurture,n./v.,6,
nutrient,n./adj.,6,
nutrition,n.,6,
nutritious,adj.,6,
obligation,n.,6,
oblige,v.,6,
obscure,adj./v.,6,
offering,n.,6,
offspring,n.,6,
operational,adj.,6,
opposition,n.,6,
oppress,v.,6,
oppression,n.,6,
option,n.,6,
optional,adj.,6,
ordeal,n.,6,
orderly,adj./n.,6,
organism,n.,6,
originality,n.,6,
originate,v.,6,
outbreak,n.,6,
outfit,n./v.,6,
outing,n.,6,
outlaw,n./v.,6,
outlet,n.,6,
outlook,n.,6,
outnumber,v.,6,
outrage,n./v.,6,
outrageous,adj.,6,
outright,adv./adj.,6,
outset,n.,6,
overhead,adv./adj./n.,6,
overlap,v./n.,6,
overturn,v./n.,6,
pact,n.,6,
pamphlet,n./v.,6,
paralyze,v.,6,
parliament,n.,6,
pathetic,adj.,6,
patriotic,adj.,6,
PDA/personal digital assistant,n.,6,
peddle,v.,6,
pedestrian,n./adj.,6,
peninsula,n.,6,
pension,n./v.,6,
perception,n.,6,
perseverance,n.,6,
persevere,v.,6,
persistence,n.,6,
persistent,adj.,6,
perspective,n./adj.,6,
pesticide,n.,6,
petroleum,n.,6,
petty,adj.,6,
pharmacist,n.,6,
pharmacy,n.,6,
phase,n./v.,6,
photographic,adj.,6,
picturesque,adj.,6,
pierce,v.,6,
piety,n.,6,
pious,adj.,6,
pipeline,n.,6,
pitcher,n.,6,
plight,n.,6,
pneumonia,n.,6,
poach,v.,6,
poacher,n.,6,
pollutant,adj./n.,6,
ponder,v.,6,
populate,v.,6,
posture,n./v.,6,
precede,v.,6,
precedent,n.,6,
precision,n.,6,
predecessor,n.,6,
prediction,n.,6,
preface,n./v.,6,
prejudice,n./v.,6,
preliminary,adj./n.,6,
premature,adj.,6,
premier,n./adj.,6,
prescribe,v.,6,
prescription,n.,6,
preside,v.,6,
presidency,n.,6,
presidential,adj.,6,
prestige,n.,6,
presume,v.,6,
preventive,adj./n.,6,
productivity,n.,6,
proficiency,n.,6,
profound,adj.,6,
progressive,adj./n.,6,
prohibit,v.,6,
prohibition,n.,6,
projection,n.,6,
prone,adj.,6,
propaganda,n.,6,
propel,v.,6,
propeller,n.,6,
prose,n.,6,
prosecute,v.,6,
prosecution,n.,6,
prospective,adj.,6,
provincial,adj./n.,6,
provoke,v.,6,
prowl,v./n.,6,
punctual,adj.,6,
purify,v.,6,
purity,n.,6,
qualification(s),n.,6,
quarrelsome,adj.,6,
quench,v.,6,
query,n./v.,6,
questionnaire,n.,6,
racism,n.,6,
radiant,adj./n.,6,
radiate,v./adj.,6,
radiation,n.,6,
radiator,n.,6,
radical,adj./n.,6,
raft,n./v.,6,
raid,n./v.,6,
random,adj.,6,
ransom,n./v.,6,
rash(1),n.,6,
rash(2),adj.,6,
rational,adj.,6,
ravage,v./n.,6,
realism,n.,6,
realization,n.,6,
rebellion,n.,6,
recession,n.,6,
recipient,n./adj.,6,
recommendation,n.,6,
reconcile,v.,6,
recreational,adj.,6,
recruit,n./v.,6,
recur,v.,6,
redundant,adj.,6,
refine(ment),v./(n.),6,
reflective,adj.,6,
refreshment(s),n.,6,
refund,v./n.,6,
regardless,adj./adv.,6,
regime,n.,6,
rehearsal,n.,6,
rehearse,v.,6,
rein,n./v.,6,
reinforce,v.,6,
relay,n./v.,6,
relevant,adj.,6,
reliance,n.,6,
relish,n./v.,6,
remainder,n.,6,
removal,n.,6,
renaissance,n.,6,
render,v.,6,
renowned,adj.,6,
rental,n.,6,
repress,v.,6,
resemblance,n.,6,
reservoir,n.,6,
residential,adj.,6,
resistant,adj.,6,
resolute,adj.,6,
respective,adj.,6,
restoration,n.,6,
restraint,n.,6,
retail,n./adj./adv./v.,6,
retaliate,v.,6,
retrieve,v.,6,
revelation,n.,6,
revenue,n.,6,
revival,n.,6,
rhetoric,n.,6,
rhythmic,adj.,6,
ridicule,n./v.,6,
rigorous,adj.,6,
riot,n./v.,6,
rite,n.,6,
ritual,n./adj.,6,
rivalry,n.,6,
rotate,v.,6,
rotation,n.,6,
royalty,n.,6,
ruby,n./adj.,6,
safeguard,n./v.,6,
saloon,n.,6,
salvation,n.,6,
sanction,n./v.,6,
sanctuary,n.,6,
sane,adj.,6,
sanitation,n.,6,
scenic,adj.,6,
scope,n.,6,
script,n./v.,6,
sector,n.,6,
seduce,v.,6,
selective,adj.,6,
seminar,n.,6,
senator,n.,6,
sentimental,adj.,6,
sequence,n./v.,6,
serene,adj.,6,
serenity,n.,6,
serving,n.,6,
session,n.,6,
setback,n.,6,
sewer,n.,6,
shed,n./v.,6,
sheer,adj./adv.,6,
shilling,n.,6,
shoplift,v.,6,
shrewd,adj.,6,
shun,v.,6,
siege,n.,6,
signify,v.,6,
silicon,n.,6,
simplicity,n.,6,
simplify,v.,6,
simultaneous,adj.,6,
skeptical,adj.,6,
skim,v./n.,6,
slang,n./v.,6,
slash,v./n.,6,
slavery,n.,6,
slot,n./v.,6,
slum,n./v.,6,
smack,n./v./adv.,6,
smallpox,n.,6,
smother,v./n.,6,
smuggle,v.,6,
snare,n./v.,6,
sneaky,adj.,6,
sneer,n./v.,6,
soar,v.,6,
sociable,adj.,6,
socialism,n.,6,
socialist,n.,6,
socialize,v.,6,
sociology,n.,6,
sodium,n.,6,
solidarity,n.,6,
solitude,n.,6,
soothe,v.,6,
sophisticated,adj.,6,
sovereignty,n.,6,
spacious,adj.,6,
span,n./v.,6,
specialize,v.,6,
specialty,n.,6,
specify,v.,6,
spectacular,adj./n.,6,
spectrum,n.,6,
speculate,v.,6,
sphere,n.,6,
spike,n./v.,6,
spiral,adj./n./v.,6,
spire,n./v.,6,
spokesperson/spokesman/spokeswoman,n.,6,
sponsor,n./v.,6,
spontaneous,adj.,6,
spouse,n.,6,
sprawl,v./n.,6,
squad,n.,6,
squash(2),n.,6,
stability,n.,6,
stabilize,v.,6,
stalk(2),v./n.,6,
stammer,v./n.,6,
staple,n./v.,6,
stapler,n.,6,
starch,n./v.,6,
starvation,n.,6,
stationary,adj.,6,
stationery,n.,6,
stature,n.,6,
steamer(2),n.,6,
stimulate,v.,6,
stimulation,n.,6,
stimulus,n.,6,
stock(2),n./v.,6,
strangle,v.,6,
strategic,adj.,6,
stunt,v./n.,6,
subjective,adj./n.,6,
subordinate,adj./n./v.,6,
subscribe,v.,6,
subscription,n.,6,
subsequent,adj.,6,
substitution,n.,6,
subtle,adj.,6,
suburban,adj.,6,
succession,n.,6,
successive,adj.,6,
successor,n.,6,
suffocate,v.,6,
suite,n.,6,
superb,adj.,6,
superiority,n.,6,
supersonic,adj.,6,
superstitious,adj.,6,
supervision,n.,6,
supplement,n./v.,6,
surpass,v.,6,
surplus,n./adj.,6,
suspense,n.,6,
suspension,n.,6,
swap,v./n.,6,
symbolic,adj.,6,
symbolize,v.,6,
symmetry,n.,6,
symptom,n.,6,
synonym,n.,6,
synthetic,adj./n.,6,
tact,n.,6,
tactic(s),n.,6,
tariff,n.,6,
tedious,adj.,6,
temperament,n.,6,
tempest,n.,6,
terminate,v.,6,
textile,n./adj.,6,
texture,n./v.,6,
theatrical,adj.,6,
theft,n.,6,
theoretical,adj.,6,
therapist,n.,6,
therapy,n.,6,
thereafter,adv.,6,
thereby,adv.,6,
thermometer,n.,6,
threshold,n.,6,
thrift,n.,6,
thrifty,adj.,6,
thrive,v.,6,
throb,v./n.,6,
toll(1),n.,6,
toll(2),v./n.,6,
topple,v.,6,
tornado,n.,6,
trait,n.,6,
tranquil,adj.,6,
tranquilizer,n.,6,
transaction,n.,6,
transcript,n.,6,
transformation,n.,6,
transistor,n.,6,
transit,n./v.,6,
transition,n.,6,
transmission,n.,6,
transmit,v.,6,
transplant,v./n.,6,
trauma,n.,6,
tread,v./n.,6,
treason,n.,6,
trek,v./n.,6,
tremor,n.,6,
trespass,v./n.,6,
trigger,n./v.,6,
triumphant,adj.,6,
trivial,adj.,6,
trophy,n.,6,
tropic,n./adj.,6,
truant,n./adj./v.,6,
truce,n.,6,
tuberculosis,n.,6,
tumor,n.,6,
turmoil,n.,6,
